	weight	source	target
1328	1	#per490	#per491
1329	1	#per112	#per504
1368	1	#pla18	#wor1
1366	1	#per17	#per25
1232	1	#org545	#per546
1336	1	#per489	#per504
1233	1	#pla199	#pla206
1234	1	#pla3	#prg100
1235	1	#org119	#pla3
1236	1	#per542	#pla63
1237	1	#per483	#pla
1240	1	#org13	#pla169
1242	1	#org37	#pla245
1243	1	#per30	#per477
1244	1	#per0	#per26
1247	1	#per490	#per492
1248	1	#org0	#org103
1296	1	#per25	#pla185
1299	1	#org25	#per42
1379	1	#org16	#per50
1338	1	#org110	#org12
1365	1	#org110	#pla173
1341	1	#per547	#per550
1343	1	#per547	#pla209
1346	1	#per548	#pla209
1347	1	#org24	#pla213
1350	1	#per21	#per28
1351	1	#per2	#pla5
1353	1	#org101	#org22
1357	1	#org545	#pla62
1358	1	#per17	#per490
1360	1	#per558	#pla41
1361	1	#org78	#pla
1362	1	#org24	#pla173
1363	1	#org29	#per156
1364	1	#org118	#wor1
1493	1	#per25	#pla184
1523	1	#per530	#per531
905	1	#per483	#per517
967	1	#org64	#pla174
977	1	#org64	#per112
976	1	#pla171	#pla178
975	1	#org110	#per517
973	1	#pla178	#wor1
972	1	#per566	#pla214
970	1	#org27	#pla179
963	1	#org25	#pla70
1522	1	#per39	#per489
961	1	#org18	#org95
960	1	#org104	#org18
959	1	#per504	#prg24
957	1	#org22	#per25
956	1	#pla3	#tim17
955	1	#per480	#pla41
980	1	#per35	#per95
981	1	#per489	#per498
982	1	#per17	#per507
984	1	#org16	#org3
987	1	#per133	#pla5
989	1	#per112	#per498
1211	1	#per559	#pla24
1212	1	#pla190	#pla192
1213	1	#org22	#per488
1443	1	#per42	#per505
1425	1	#per1	#tim17
1427	1	#org70	#per500
1428	1	#per110	#per27
1429	1	#per490	#per493
1432	1	#org17	#pla51
1433	1	#oef22	#per555
1435	1	#per2	#per50
954	1	#per542	#pla199
953	1	#org37	#per518
951	1	#per546	#pla209
1013	1	#per489	#per502
946	1	#org29	#per502
948	1	#per512	#pla4
949	1	#per507	#per560
994	1	#per483	#pla33
996	1	#pla187	#pla3
997	1	#per17	#pla203
1002	1	#per27	#per31
1004	1	#per112	#pla8
1005	1	#org8	#pla30
1006	1	#org110	#per518
1007	1	#org29	#per35
1010	1	#per483	#pla170
1011	1	#per23	#pla73
1012	1	#per1	#pla199
1015	1	#org18	#org50
991	1	#per522	#per523
1017	1	#org19	#pla200
1018	1	#pla171	#pla181
1020	1	#org114	#pla2
1021	1	#org118	#pla171
1022	1	#org3	#org70
1023	1	#org3	#pla198
1025	1	#per28	#pla51
1028	1	#per42	#per529
1029	1	#org0	#org14
1030	1	#per489	#pla172
1031	1	#per524	#pla62
995	1	#org50	#per523
993	1	#org100	#org18
950	1	#per25	#per59
1438	1	#per504	#pla186
1439	1	#per504	#pla7
1441	1	#org6	#pla3
1499	1	#per14	#pla171
1412	1	#pla5	#pla84
1414	1	#per546	#per549
1415	1	#org4	#org7
1417	1	#pla212	#pla62
1418	1	#pla234	#pla236
1419	1	#org29	#pla41
1456	1	#org114	#pla166
1457	1	#org5	#per504
1460	1	#org13	#per533
1492	1	#per537	#pla215
1494	1	#per29	#per32
1496	1	#org110	#pla19
1497	1	#org12	#per523
1498	1	#per22	#per477
1503	1	#org29	#per501
1407	1	#org104	#org12
1505	1	#per112	#pla175
1506	1	#org50	#per504
1508	1	#org70	#pla2
1510	1	#per533	#pla166
1512	1	#org12	#pla7
1513	1	#per25	#per30
1514	1	#per27	#per32
1515	1	#pla191	#pla193
1516	1	#org27	#per1
1517	1	#org37	#pla212
1518	1	#org37	#per494
1519	1	#org16	#pla80
1520	1	#per25	#pla182
1521	1	#per491	#per493
1410	1	#per112	#pla73
1406	1	#org12	#org95
1442	1	#per23	#per27
1422	1	#per25	#wor1
1444	1	#per1	#per553
1214	1	#org18	#per507
1445	1	#org19	#per529
1446	1	#org70	#per128
1447	1	#org12	#pla5
1448	1	#per507	#pla178
1449	1	#per504	#per552
1450	1	#per549	#pla63
1451	1	#per489	#per493
1452	1	#pla177	#pla24
1453	1	#org5	#pla4
1454	1	#pla2	#pla24
1455	1	#per504	#pla218
1424	1	#org112	#pla165
1421	1	#per17	#per35
1405	1	#org22	#per51
1420	1	#org13	#pla213
1388	1	#pla221	#pla223
1389	1	#pla175	#pla176
1390	1	#per14	#per526
1391	1	#org110	#per26
1392	1	#per14	#per485
1393	1	#org113	#org114
1394	1	#per533	#per534
1396	1	#org114	#pla63
1397	1	#per489	#per496
1398	1	#org118	#per537
1399	1	#org116	#org117
1400	1	#pla190	#pla3
1403	1	#pla200	#pla207
2137	1	#per14	#pla159
2135	1	#per1	#pla180
429	1	#org8	#per525
552	1	#pla18	#tim2
295	1	#org15	#pla3
557	1	#per28	#per477
556	1	#org18	#per523
297	1	#org18	#per128
554	1	#org37	#per490
553	1	#org70	#pla178
551	1	#per495	#per497
601	1	#per502	#pla73
550	1	#org4	#per28
549	1	#org13	#pla2
298	1	#per28	#pla177
548	1	#per2	#per504
547	1	#per507	#pla80
546	1	#org3	#per25
558	1	#org18	#per101
570	1	#org37	#per519
572	1	#org	#per504
604	1	#per489	#per491
595	1	#org119	#per17
258	1	#org16	#per503
257	1	#per507	#pla3
591	1	#org13	#pla178
592	1	#org12	#org3
593	1	#per22	#per30
256	1	#org22	#org4
255	1	#org22	#per3
596	1	#org100	#per483
573	1	#per547	#pla63
597	1	#per149	#per2
598	1	#pla178	#pla3
253	1	#pla201	#pla203
559	1	#per490	#pla171
292	1	#org3	#pla80
291	1	#per26	#per500
560	1	#per527	#per547
214	1	#pla197	#pla63
213	1	#per1	#pla7
211	1	#per493	#pla171
210	1	#pla182	#pla24
644	1	#org118	#pla18
209	1	#per504	#pla23
647	1	#org37	#per539
648	1	#per483	#per518
649	1	#per14	#pla200
650	1	#per1	#per529
249	1	#org100	#prg24
252	1	#org4	#pla
545	1	#per507	#pla4
283	1	#org64	#per156
286	1	#per14	#pla62
290	1	#org27	#pla2
561	1	#per504	#per533
562	1	#per10	#pla23
285	1	#org0	#org122
284	1	#per480	#pla18
563	1	#per1	#wor5
282	1	#per26	#per495
571	1	#per112	#per496
281	1	#org121	#per504
280	1	#per0	#per1
566	1	#per23	#per29
278	1	#pla182	#pla33
567	1	#org11	#org111
277	1	#per492	#per494
276	1	#per112	#per149
600	1	#per480	#tim2
602	1	#per504	#per522
2133	1	#per520	#pla185
1762	1	#pla234	#pla235
1738	1	#org103	#per500
1769	1	#per10	#pla171
1767	1	#per50	#per504
1766	1	#per483	#per525
1764	1	#org12	#pla36
1763	1	#org110	#per23
1760	1	#pla181	#pla51
603	1	#org70	#per42
1759	1	#per112	#per499
1758	1	#org29	#pla82
1757	1	#per527	#per549
1756	1	#org13	#pla37
1695	1	#org103	#per26
1754	1	#per558	#pla63
1737	1	#org103	#per504
1736	1	#pla185	#pla186
1733	1	#org14	#pla3
1697	1	#org115	#pla169
1698	1	#pla78	#pla84
1699	1	#pla171	#pla173
1700	1	#per2	#pla174
1704	1	#per537	#wor1
1705	1	#per14	#per555
1706	1	#per564	#prg24
1710	1	#pla171	#pla24
1711	1	#per563	#prg24
1712	1	#per489	#pla82
1713	1	#org78	#pla5
1716	1	#org18	#per483
1717	1	#org13	#per48
1718	1	#per35	#per489
1751	1	#per547	#per548
1749	1	#per1	#pla63
1748	1	#org124	#pla240
261	1	#per489	#pla33
589	1	#org8	#per2
259	1	#per18	#pla18
587	1	#org29	#per149
586	1	#per489	#per494
271	1	#per28	#per29
575	1	#pla181	#pla191
270	1	#per526	#pla210
269	1	#per21	#per29
268	1	#org4	#org8
267	1	#per564	#pla214
265	1	#pla214	#prg24
263	1	#org25	#per563
580	1	#per1	#per476
581	1	#org18	#pla179
260	1	#per13	#per14
1747	1	#per504	#pla14
583	1	#org3	#per505
584	1	#org112	#pla166
585	1	#per504	#prg100
431	1	#org18	#pla212
2195	1	#per1	#pla15
869	1	#per504	#pla228
1752	1	#per483	#pla182
1740	1	#org0	#pla15
1741	1	#per551	#pla62
1742	1	#per26	#pla4
1743	1	#org16	#per489
1744	1	#pla220	#pla221
1745	1	#org101	#per35
1746	1	#org13	#pla208
215	1	#org110	#pla33
216	1	#per17	#per485
641	1	#org2	#org22
361	1	#org545	#per545
359	1	#per512	#pla3
469	1	#per483	#pla178
468	1	#pla14	#pla171
467	1	#per1	#per562
466	1	#per2	#pla84
442	1	#per28	#per494
362	1	#org27	#per112
640	1	#pla206	#tim6
461	1	#org0	#org101
460	1	#per25	#per32
459	1	#per489	#per490
458	1	#org37	#pla214
364	1	#org	#per528
365	1	#org100	#per42
358	1	#per1	#per25
472	1	#per23	#per35
366	1	#org24	#per511
455	1	#per101	#per21
367	1	#per526	#pla199
368	1	#org123	#per524
443	1	#org24	#pla41
380	1	#per504	#pla566
445	1	#org100	#per543
446	1	#per505	#pla61
379	1	#org50	#org70
377	1	#org0	#org27
376	1	#per568	#pla240
449	1	#per532	#pla215
450	1	#per564	#prg100
451	1	#org37	#pla223
374	1	#org37	#per529
463	1	#org118	#pla62
357	1	#per26	#pla19
441	1	#per20	#per564
401	1	#org95	#per504
390	1	#per504	#pla5
432	1	#org111	#per11
434	1	#org12	#per563
382	1	#org119	#per506
387	1	#org103	#per543
435	1	#per17	#tim17
436	1	#org8	#pla73
386	1	#org118	#per527
385	1	#per539	#pla212
384	1	#per112	#per502
383	1	#pla30	#pla62
423	1	#pla216	#wor1
399	1	#per18	#pla2
400	1	#org37	#pla19
412	1	#pla209	#pla63
439	1	#per10	#pla33
411	1	#per550	#pla192
410	1	#org29	#per500
417	1	#pla165	#pla2
418	1	#per489	#pla173
419	1	#per565	#pla214
420	1	#per527	#pla191
409	1	#pla22	#pla23
421	1	#pla201	#pla202
407	1	#org12	#per2
422	1	#per548	#per551
406	1	#org100	#org5
405	1	#per504	#per565
403	1	#org2	#per1
402	1	#org113	#pla82
373	1	#per500	#pla5
453	1	#per112	#per500
371	1	#pla224	#pla225
662	1	#pla199	#pla215
240	1	#oef22	#per504
617	1	#per504	#per532
618	1	#per545	#per548
619	1	#per482	#per524
238	1	#org120	#pla191
220	1	#org100	#per564
638	1	#pla14	#pla215
250	1	#per567	#pla240
664	1	#org100	#per565
657	1	#per489	#per499
204	1	#per149	#pla108
203	1	#per558	#pla4
660	1	#per563	#per566
661	1	#org110	#pla2
201	1	#org5	#pla41
241	1	#pla167	#pla169
665	1	#org	#org29
219	1	#pla	#pla152
199	1	#org11	#per1
667	1	#per1	#pla179
668	1	#pla2	#pla80
197	1	#org29	#per487
670	1	#org18	#org29
671	1	#per483	#pla192
195	1	#per27	#per29
656	1	#per14	#per496
654	1	#org24	#tim5
652	1	#per547	#pla192
651	1	#per22	#per25
639	1	#pla207	#pla208
616	1	#pla51	#pla7
614	1	#org17	#per505
370	1	#per504	#per543
224	1	#org22	#per13
302	1	#pla223	#pla62
300	1	#org29	#per496
672	1	#per504	#per508
626	1	#org70	#per512
235	1	#per0	#wor1
623	1	#org115	#pla167
230	1	#per28	#pla171
624	1	#per110	#per30
228	1	#pla175	#pla5
625	1	#per516	#pla22
227	1	#per22	#per32
627	1	#org114	#pla82
636	1	#oef22	#pla173
226	1	#per508	#pla178
630	1	#org70	#per523
243	1	#per482	#per545
222	1	#per110	#per25
632	1	#per526	#pla209
633	1	#org123	#pla62
634	1	#per544	#pla63
622	1	#per517	#per519
621	1	#per2	#pla108
236	1	#per42	#wor1
237	1	#per14	#pla199
608	1	#per546	#pla62
247	1	#per4	#per50
609	1	#per565	#pla24
610	1	#org114	#pla165
245	1	#org8	#per10
612	1	#org12	#per26
1720	1	#per550	#pla200
1721	1	#org15	#org22
1722	1	#org0	#pla4
2073	1	#pla165	#pla63
1860	1	#org29	#pla3
2083	1	#org118	#org14
2080	1	#org100	#wor1
2078	1	#org546	#per545
2077	1	#per1	#per527
2074	1	#per489	#pla41
2071	1	#pla229	#pla231
1683	1	#org29	#pla8
2069	1	#org110	#org525
2068	1	#per14	#pla184
2067	1	#per10	#per517
2066	1	#pla62	#wor1
2065	1	#pla19	#wor1
2082	1	#per549	#per550
2084	1	#org29	#per559
2086	1	#pla30	#pla4
2087	1	#per533	#pla214
2088	1	#org4	#per505
2091	1	#per545	#pla62
2092	1	#per547	#per549
2093	1	#pla14	#pla182
2096	1	#per32	#per477
2097	1	#pla185	#pla3
2099	1	#org25	#pla8
2100	1	#per483	#pla185
2064	1	#org103	#pla5
2061	1	#per526	#pla171
2060	1	#org18	#per489
2058	1	#org18	#pla36
2022	1	#pla242	#pla243
2023	1	#org70	#per522
1858	1	#org70	#pla18
1855	1	#per498	#per499
1853	1	#org545	#per504
1619	1	#org13	#per482
1687	1	#org118	#pla30
1688	1	#pla186	#pla189
1690	1	#per502	#pla69
1691	1	#per13	#per17
1650	1	#org8	#per512
1645	1	#pla178	#pla24
1608	1	#pla166	#pla214
1644	1	#per518	#per519
1610	1	#per20	#per520
1611	1	#per504	#per519
1614	1	#org4	#pla30
1615	1	#per48	#per504
1616	1	#pla179	#pla180
1618	1	#org24	#pla178
1621	1	#per28	#per30
1643	1	#org0	#per545
1622	1	#org526	#per504
1624	1	#org70	#per95
1625	1	#per112	#pla41
1626	1	#pla3	#pla63
1627	1	#org37	#pla181
1630	1	#per23	#per28
1631	1	#per112	#per503
1632	1	#org13	#pla214
1633	1	#pla69	#pla73
1634	1	#per17	#pla182
1636	1	#per1	#pla182
1638	1	#org0	#org120
1639	1	#pla220	#pla222
1640	1	#pla167	#pla168
2027	1	#per560	#per561
2030	1	#per549	#pla192
2031	1	#per110	#per32
2105	1	#org37	#pla182
2175	1	#org15	#pla8
2181	1	#org113	#pla166
2182	1	#per10	#per483
2184	1	#org3	#per479
2185	1	#org11o	#org70
2186	1	#pla169	#pla33
2187	1	#org11o	#org37
2189	1	#per35	#pla15
2192	1	#org4	#per1
2193	1	#pla213	#pla214
2150	1	#pla181	#pla192
2145	1	#per25	#pla187
2104	1	#per20	#pla8
2143	1	#per29	#per477
2107	1	#org64	#pla78
2170	1	#org8	#per526
2108	1	#per563	#prg100
2109	1	#per48	#pla18
2111	1	#org18	#org19
2112	1	#org12	#org19
2113	1	#org100	#org118
2114	1	#per550	#pla209
2116	1	#org13	#per25
2118	1	#per481	#per504
2122	1	#pla165	#pla82
2123	1	#org0	#org19
2124	1	#pla174	#pla78
2125	1	#org18	#per95
2128	1	#per25	#per505
2132	1	#org113	#pla165
2172	1	#pla166	#pla2
2169	1	#pla164	#pla3
2033	1	#org100	#pla63
2055	1	#per48	#pla30
2034	1	#oef22	#pla178
2035	1	#per563	#wor1
2037	1	#org24	#org3
2038	1	#pla214	#pla215
2039	1	#org70	#per503
2040	1	#org37	#pla33
2042	1	#per549	#pla209
2043	1	#per14	#pla61
2044	1	#org4	#pla4
2045	1	#per551	#pla192
2047	1	#pla152	#pla18
2049	1	#org13	#tim6
2050	1	#per551	#pla209
2052	1	#per112	#per497
2056	1	#org29	#per498
2166	1	#per527	#pla153
2057	1	#org3	#per10
2101	1	#per30	#per32
2102	1	#per156	#pla78
2103	1	#org104	#org70
2149	1	#per513	#per514
2152	1	#per104	#per495
2154	1	#per527	#per545
2155	1	#per1	#pla164
2156	1	#org110	#pla14
2157	1	#per1	#per3
2161	1	#per14	#pla209
2162	1	#pla172	#pla33
2164	1	#org70	#per564
2165	1	#per532	#pla214
1684	1	#per483	#per526
1681	1	#per112	#per35
1724	1	#per21	#per32
1781	1	#org13	#pla167
1788	1	#org37	#per492
1787	1	#org546	#per504
1786	1	#org8	#org95
1785	1	#pla220	#pla223
1784	1	#org3	#per39
1782	1	#per22	#per29
1780	1	#pla172	#pla63
1680	1	#org0	#pla199
1778	1	#org22	#per19
1777	1	#org110	#pla223
1776	1	#per519	#pla33
1774	1	#org100	#pla215
1807	1	#org3	#tim1
1773	1	#org12	#org7
1790	1	#per21	#wor6
1792	1	#per548	#pla200
1793	1	#per545	#per551
1794	1	#per495	#pla5
1795	1	#org3	#pla197
1797	1	#per545	#pla192
1799	1	#per504	#pla51
1800	1	#pla181	#pla193
1802	1	#per21	#per3
1805	1	#org0	#pla209
1806	1	#per21	#per22
1696	1	#org37	#pla7
1694	1	#per31	#per32
1530	1	#per504	#pla200
1587	1	#org102	#org110
1575	1	#pla169	#pla5
1576	1	#per25	#pla51
1809	1	#org50	#per14
1813	1	#org37	#pla73
1852	1	#org0	#per484
1821	1	#per21	#pla51
1726	1	#per28	#pla3
1728	1	#per533	#pla14
1729	1	#per504	#per517
1730	1	#org8	#per25
1732	1	#per17	#pla7
1770	1	#per483	#pla187
1771	1	#org29	#pla69
1772	1	#per504	#tim17
1812	1	#pla4	#pla8
1815	1	#pla225	#pla226
1816	1	#per14	#pla244
1817	1	#per1	#pla152
1818	1	#per30	#per31
1819	1	#per1	#per19
1822	1	#org88	#pla84
1850	1	#org15	#per504
1824	1	#per21	#pla7
1826	1	#per2	#pla134
1828	1	#per545	#per547
1829	1	#per23	#per477
1830	1	#per489	#pla108
1832	1	#org88	#per26
1833	1	#org13	#pla168
1834	1	#per548	#pla63
1835	1	#org12	#org14
1836	1	#per564	#pla30
1838	1	#pla2	#pla82
1843	1	#org7	#per112
1844	1	#org119	#per1
1846	1	#org12	#per128
1577	1	#per35	#pla84
1578	1	#per21	#per27
1579	1	#per491	#pla171
1648	1	#org8	#per517
1557	1	#org16	#org22
1558	1	#per504	#per525
1559	1	#org1	#per504
1561	1	#pla199	#pla3
1562	1	#per42	#pla30
1564	1	#per483	#pla19
1566	1	#org100	#org8
1567	1	#per25	#per27
1568	1	#per534	#pla213
1569	1	#per128	#per504
1570	1	#org22	#per481
1605	1	#org13	#per555
1606	1	#pla33	#pla47
1607	1	#pla200	#wor1
1652	1	#per112	#pla
1554	1	#per17	#pla201
1653	1	#org13	#pla181
1656	1	#per558	#pla178
1658	1	#per501	#per502
1659	1	#org3	#pla7
1661	1	#org100	#per538
1662	1	#per534	#pla214
1664	1	#per14	#per533
1665	1	#org1	#org14
1667	1	#per28	#per490
1668	1	#per1	#per521
1669	1	#org103	#pla63
1670	1	#per10	#per519
1676	1	#per112	#per156
1679	1	#per489	#pla63
1556	1	#per14	#pla81
1552	1	#per551	#pla63
1580	1	#per23	#per31
1600	1	#org0	#org115
1581	1	#per559	#pla173
1582	1	#pla3	#pla4
1584	1	#per101	#per17
1585	1	#org37	#pla244
1586	1	#org3	#pla215
1590	1	#per14	#pla15
1693	1	#per17	#pla171
1591	1	#org18	#per2
1592	1	#per564	#per566
1593	1	#per527	#per542
1595	1	#org37	#pla23
1596	1	#per28	#per493
1598	1	#org22	#per10
1599	1	#org	#per14
1602	1	#per0	#pla8
1543	1	#per489	#per500
1603	1	#org13	#per532
1604	1	#org8	#per563
1574	1	#per504	#pla176
1573	1	#org124	#per504
1572	1	#per35	#per503
1571	1	#org0	#wor6
1532	1	#per28	#per31
1534	1	#org29	#pla175
1535	1	#org12	#pla80
1537	1	#per112	#per501
1538	1	#pla200	#pla208
1539	1	#pla172	#pla173
1540	1	#per486	#wor1
1541	1	#per504	#pla206
393	1	#per545	#per550
